,id_title,protagonists
1093,195,Paula Patton
1094,195,Mariah Carey
1095,195,Sherri Shepherd
1096,195,Lenny Kravitz
1097,195,Gabourey Sidibe
1098,196,Ed Asner
1099,196,Christopher Plummer
1100,196,Jordan Nagai
1101,196,Bob Peterson
1102,197,Jeff Bridges
1103,197,Maggie Gyllenhaal
1104,197,Robert Duvall
1105,198,Brad Pitt
1106,198,Christoph Waltz
1107,198,Michael Fassbender
1108,198,Eli Roth
1109,198,Diane Kruger
1110,198,Daniel Brühl
1111,198,Til Schweiger
1112,198,Mélanie Laurent
1113,198,B. J. Novak
1114,198,August Diehl
1115,198,Julie Dreyfus
1116,198,Sylvester Groth
1117,198,Jacky Ido
1118,198,Denis Menochet
1119,198,Mike Myers
1120,198,Rod Taylor
1121,198,Martin Wuttke
1122,199,John Cho
1123,199,Ben Cross
1124,199,Bruce Greenwood
1125,199,Simon Pegg
1126,199,Chris Pine
1127,199,Zachary Quinto
1128,199,Winona Ryder
1129,199,Zoe Saldana
1130,199,Karl Urban
1131,199,Anton Yelchin
1132,199,Eric Bana
1133,199,Leonard Nimoy
1134,200,Emily Blunt
1135,200,Rupert Friend
1136,200,Paul Bettany
1137,200,Miranda Richardson
1138,200,Jim Broadbent
1139,200,Thomas Kretschmann
1140,200,Mark Strong
1141,200,Jesper Christensen
1142,200,Harriet Walter
1143,201,Sandra Bullock
1144,201,Tim McGraw
1145,201,Quinton Aaron
1146,201,Lily Collins
1147,201,Jae Head
1148,201,Kim Dickens
1149,201,Kathy Bates
1150,202,Prudence Mabhena
1151,202,Tapiwa Nyengera
1152,202,Energy Maburutse
1153,202,Honest Mupatse
1154,202,Marvelous Mbulo
1155,202,Vusani Vuma
1156,202,Goodwell Nzou
1157,202,Farai Mabhande
1158,203,Ricardo Darín
1159,203,Soledad Villamil
1160,203,Pablo Rago
1161,203,Javier Godino
1162,203,Guillermo Francella
1163,204,Louie Psihoyos
1164,205,Kevin Corrigan
1165,205,David Rakoff
1166,206,Bob Stephenson
1167,206,David Fincher
1168,206,Aja Evans
1169,206,Sherman Augustus
1170,206,Joel Michaely
1171,206,Matt Winston
1172,207,Dev Patel
1173,207,Freida Pinto
1174,207,Madhur Mittal
1175,207,Anil Kapoor
1176,207,Irrfan Khan
1177,208,Brad Pitt
1178,208,Cate Blanchett
1179,208,Mahershala Ali
1180,208,Taraji P. Henson
1181,208,Julia Ormond
1182,208,Jason Flemyng
1183,208,Elias Koteas
1184,208,Tilda Swinton
1185,209,Sean Penn
1186,209,Emile Hirsch
1187,209,Josh Brolin
1188,209,Diego Luna
1189,209,James Franco
1190,210,Christian Bale
1191,210,Michael Caine
1192,210,Heath Ledger
1193,210,Gary Oldman
1194,210,Aaron Eckhart
1195,210,Maggie Gyllenhaal
1196,210,Morgan Freeman
1197,211,Ben Burtt
1198,211,Elissa Knight
1199,211,Jeff Garlin
1200,211,Fred Willard
1201,211,John Ratzenberger
1202,211,Kathy Najimy
1203,211,Sigourney Weaver
1204,212,Kate Winslet
1205,212,Ralph Fiennes
1206,212,David Kross
1207,212,Lena Olin
1208,212,Bruno Ganz
1209,213,Keira Knightley
1210,213,Ralph Fiennes
1211,213,Charlotte Rampling
1212,213,Dominic Cooper
1213,213,Hayley Atwell
1214,213,Simon Mcburney
1215,213,Aidan Mcardle
1216,213,John Shrapnel
1217,214,Masahiro Motoki
1218,214,Ryōko Hirosue
1219,214,Tsutomu Yamazaki
1220,215,Javier Bardem
1221,215,Penélope Cruz
1222,215,Rebecca Hall
1223,215,Scarlett Johansson
1224,216,Sin datos
1225,217,Philippe Petit
1226,218,Cedric Eich
1227,218,Tamay Bulut
1228,218,Torsten Michaelis
1229,218,Gregor Weber
1230,218,Matthias Paul
1231,219,Sin datos
1232,220,Tommy Lee Jones
1233,220,Javier Bardem
1234,220,Josh Brolin
1235,221,Matt Damon
1236,221,Julia Stiles
1237,221,David Strathairn
1238,221,Scott Glenn
1239,221,Paddy Considine
1240,221,Édgar Ramírez
1241,221,Albert Finney
1242,221,Joan Allen
1243,222,Daniel Day-Lewis
1244,222,Paul Dano
1245,222,Kevin J. O'Connor
1246,222,Ciarán Hinds
1247,222,Dillon Freasier
1248,223,Marion Cotillard
1249,223,Sylvie Testud
1250,223,Pascal Greggory
1251,223,Emmanuelle Seigner
1252,223,Jean-Paul Rouve
1253,223,Gérard Depardieu
1254,223,Clotilde Courau
1255,223,Jean-Pierre Martins
1256,223,Catherine Allégret
1257,223,Marc Barbé
1258,224,James McAvoy
1259,224,Keira Knightley
1260,224,Romola Garai
1261,224,Saoirse Ronan
1262,224,Vanessa Redgrave
1263,225,George Clooney
1264,225,Tom Wilkinson
1265,225,Tilda Swinton
1266,225,Sydney Pollack
1267,226,Patton Oswalt
1268,226,Ian Holm
1269,226,Lou Romano
1270,226,Brad Garrett
1271,226,Peter O'Toole
1272,226,Janeane Garofalo
1273,226,Brian Dennehy
1274,226,Peter Sohn
1275,226,Will Arnett
1276,227,Elliot Page[a]
1277,227,Michael Cera
1278,227,Jennifer Garner
1279,227,Jason Bateman
1280,227,Allison Janney
1281,227,J. K. Simmons
1282,228,Johnny Depp
1283,228,Helena Bonham Carter
1284,228,Alan Rickman
1285,228,Timothy Spall
1286,228,Sacha Baron Cohen
1287,228,Jamie Campbell Bower
1288,229,Nicole Kidman
1289,229,Daniel Craig
1290,229,Sam Elliott
1291,229,Eva Green
1292,229,Ian McKellen
1293,229,Dakota Blue Richards
1294,230,Cate Blanchett
1295,230,Geoffrey Rush
1296,230,Clive Owen
1297,230,Rhys Ifans
1298,230,Jordi Moll
1299,230,Abbie Cornish
1300,230,Samantha Morton
1301,231,Sin datos
1302,232,Sin datos
1303,233,Glen Hansard
1304,234,Matteo Razzouki
1305,234,Philippe Pollet
1306,235,Karl Markovics
1307,235,August Diehl
1308,235,Devid Striesow
1309,236,Laurel Hester
1310,236,Stacie Andree
1311,237,Leonardo DiCaprio
1312,237,Matt Damon
1313,237,Jack Nicholson
1314,237,Mark Wahlberg
1315,237,Martin Sheen
1316,237,Ray Winstone
1317,237,Vera Farmiga
1318,237,Alec Baldwin
1319,237,Anthony Anderson
1320,237,James Badge Dale
1321,238,Sergi López
1322,238,Maribel Verdú
1323,238,Ivana Baquero
1324,238,Doug Jones
1325,238,Ariadna Gil
1326,238,Álex Angulo
1327,239,Jamie Foxx
1328,239,Beyoncé Knowles
1329,239,Eddie Murphy
1330,239,Danny Glover
1331,239,Anika Noni Rose
1332,239,Keith Robinson
1333,239,Jennifer Hudson
1334,240,Greg Kinnear
1335,240,Steve Carell
1336,240,Toni Collette
1337,240,Paul Dano
1338,240,Abigail Breslin
1339,240,Alan Arkin
1340,241,Al Gore
1341,242,Brad Pitt
1342,242,Cate Blanchett
1343,242,Gael García Bernal
1344,242,Kōji Yakusho
1345,242,Adriana Barraza
1346,242,Rinko Kikuchi
1347,243,Helen Mirren
1348,243,Michael Sheen
1349,243,James Cromwell
1350,243,Helen McCrory
1351,243,Alex Jennings
1352,243,Roger Allam
1353,243,Sylvia Syms
1354,244,Ken Watanabe
1355,244,Kazunari Ninomiya
1356,244,Tsuyoshi Ihara
1357,244,Ryō Kase
1358,244,Shidō Nakamura
1359,245,Johnny Depp
1360,245,Orlando Bloom
1361,245,Keira Knightley
1362,245,Stellan Skarsgård
1363,245,Bill Nighy
1364,245,Jack Davenport
1365,245,Kevin R. McNally
1366,245,Jonathan Pryce
1367,246,Sin datos
1368,247,Elijah Wood
1369,247,Robin Williams
1370,247,Brittany Murphy
1371,247,Hugh Jackman
1372,247,Nicole Kidman
1373,247,Hugo Weaving
1374,247,Anthony LaPaglia
1375,247,Magda Szubanski
1376,247,Steve Irwin
1377,248,Forest Whitaker
1378,248,James McAvoy
1379,248,Kerry Washington
1380,248,Simon McBurney
1381,248,Gillian Anderson
1382,249,Ulrich Mühe
1383,249,Martina Gedeck
1384,249,Sebastian Koch
1385,249,Ulrich Tukur
1386,250,Kirsten Dunst
1387,250,Jason Schwartzman
1388,250,Judy Davis
1389,250,Rip Torn
1390,250,Rose Byrne
1391,250,Asia Argento
1392,250,Molly Shannon
1393,250,Shirley Henderson
1394,250,Danny Huston
1395,250,Steve Coogan
1396,251,Ben Newmark
1397,251,Noureen De
1398,251,Joey Naber
1399,252,Sin datos
1400,253,Sandra Bullock
1401,253,Don Cheadle
1402,253,Matt Dillon
1403,253,Jennifer Esposito
1404,253,William Fichtner
1405,253,Brendan Fraser
1406,253,Terrence Howard
1407,253,"Chris ""Ludacris"" Bridges"
1408,253,Thandiwe Newton
1409,253,Ryan Phillippe
1410,253,Larenz Tate
1411,254,Heath Ledger
1412,254,Jake Gyllenhaal
1413,254,Linda Cardellini
1414,254,Anna Faris
1415,254,Anne Hathaway
1416,254,Michelle Williams
1417,254,Randy Quaid
1418,255,Zhang Ziyi
1419,255,Ken Watanabe
1420,255,Michelle Yeoh
1421,255,Kōji Yakusho
1422,255,Youki Kudoh
1423,255,Kaori Momoi
1424,255,Gong Li
1425,256,Naomi Watts
1426,256,Jack Black
1427,256,Adrien Brody
1428,256,Thomas Kretschmann
1429,256,Colin Hanks
1430,256,Jamie Bell
1431,256,Andy Serkis
1432,257,Philip Seymour Hoffman
1433,257,Catherine Keener
1434,257,Clifton Collins Jr.
1435,257,Bruce Greenwood
1436,257,Mark Pellegrino
1437,257,Amy Ryan
1438,257,Chris Cooper
1439,258,Joaquin Phoenix
1440,258,Reese Witherspoon
1441,258,Ginnifer Goodwin
1442,258,Robert Patrick
1443,259,Ralph Fiennes
1444,259,Rachel Weisz
1445,259,Danny Huston
1446,259,Bill Nighy
1447,259,Pete Postlethwaite
1448,260,William Moseley
1449,260,Anna Popplewell
1450,260,Skandar Keynes
1451,260,Georgie Henley
1452,260,Tilda Swinton
1453,260,James McAvoy
1454,260,Jim Broadbent
1455,260,Liam Neeson
1456,261,Terrence Howard
1457,261,Anthony Anderson
1458,261,Taryn Manning
1459,261,Taraji P. Henson
1460,261,Paula Jai Parker
1461,261,Elise Neal
1462,261,DJ Qualls
1463,261,Ludacris
1464,262,George Clooney
1465,262,Matt Damon
1466,262,Jeffrey Wright
1467,262,Chris Cooper
1468,262,William Hurt
1469,262,Mazhar Munir
1470,262,Tim Blake Nelson
1471,262,Amanda Peet
1472,262,Christopher Plummer
1473,262,Alexander Siddig
1474,263,Sin datos
1475,264,Brendan Gleeson
1476,264,Conroy David
1477,265,Sin datos
1478,266,Sin datos
1479,267,Presley Chweneyagae
1480,268,Peter Sallis
1481,268,Ralph Fiennes
1482,268,Helena Bonham
1483,268,Peter Kay
1484,269,Clint Eastwood
1485,269,Hilary Swank
1486,269,Morgan Freeman
1487,270,Leonardo Di
1488,270,Cate Blanchett
1489,270,Kate Beckinsale
1490,270,Alec Baldwin
1491,270,Alan Alda
1492,270,Jude Law
1493,271,Jamie Foxx
1494,271,Kerry Washington
1495,271,Clifton Powell
1496,271,Harry Lennix
1497,271,Terrence Howard
1498,271,Larenz Tate
1499,271,Richard Schiff
1500,271,Regina King
1501,272,Craig T. Nelson
1502,272,Holly Hunter
1503,272,Sarah Vowell
1504,272,Spencer Fox
1505,272,Jason Lee
1506,272,Samuel L. Jackson
1507,272,Elizabeth Peña
1508,273,Johnny Depp
1509,273,Kate Winslet
1510,273,Julie Christie
1511,273,Radha Mitchell
1512,273,Dustin Hoffman
1513,273,Freddie Highmore
1514,274,Paul Giamatti
1515,274,Thomas Haden Church
1516,274,Virginia Madsen
1517,274,Sandra Oh
1518,275,Jim Carrey
1519,275,Liam Aiken
1520,275,Emily Browning
1521,275,Timothy Spall
1522,275,Catherine O'Hara
1523,275,Billy Connolly
1524,275,Cedric the Entertainer
1525,275,Luis Guzmán
1526,275,Jennifer Coolidge
1527,275,Meryl Streep
1528,276,Tobey Maguire
1529,276,Kirsten Dunst
1530,276,James Franco
1531,276,Alfred Molina
1532,276,Rosemary Harris
1533,276,Donna Murphy
1534,277,Jim Carrey
1535,277,Kate Winslet
1536,277,Kirsten Dunst
1537,277,Mark Ruffalo
1538,277,Elijah Wood
1539,277,Tom Wilkinson
1540,278,Gael Garc
1541,279,Javier Bardem
1542,279,Lola Due
1543,279,Mabel Rivera
1544,279,Celso Bugallo
1545,280,Shanti Das
1546,280,Puja Mukerjee
1547,280,Avijit Halder
1548,281,Sin datos
1549,282,Natalie Press
1550,283,Ryan Larkin
1551,283,Chris Landreth
1552,283,Felicity Fanjoy
1553,283,Derek Lamb
1554,284,Elijah Wood
1555,284,Ian McKellen
1556,284,Liv Tyler
1557,284,Viggo Mortensen
1558,284,Sean Astin
1559,284,Cate Blanchett
1560,284,John Rhys-Davies
1561,284,Bernard Hill
1562,284,Billy Boyd
1563,284,Dominic Monaghan
1564,284,Orlando Bloom
1565,284,Hugo Weaving
1566,284,Miranda Otto
1567,284,David Wenham
1568,284,Karl Urban
1569,284,John Noble
1570,284,Andy Serkis
1571,284,Ian Holm
1572,284,Sean Bean
1573,285,Russell Crowe
1574,285,Paul Bettany
1575,286,Sean Penn
1576,286,Tim Robbins
1577,286,Kevin Bacon
1578,286,Laurence Fishburne
1579,286,Marcia Gay Harden
1580,286,Laura Linney
1581,287,Jude Law
1582,287,Nicole Kidman
1583,287,Renée Zellweger
1584,287,Eileen Atkins
1585,287,Brendan Gleeson
1586,287,Philip Seymour Hoffman
1587,287,Natalie Portman
1588,287,Giovanni Ribisi
1589,287,Donald Sutherland
1590,287,Ray Winstone
1591,288,Bill Murray
1592,288,Scarlett Johansson
1593,288,Giovanni Ribisi
1594,288,Anna Faris
1595,288,Fumihiro Hayashi
1596,289,Albert Brooks
1597,289,Ellen DeGeneres
1598,289,Alexander Gould
1599,289,Willem Dafoe
1600,289,Geoffrey Rush
1601,290,Louise Portal
1602,290,Marina Hands
1603,291,Jonathan Furr
1604,291,Ben Allison
1605,292,Charlize Theron
1606,292,Christina Ricci
1607,292,Bruce Dern
1608,292,Lee Tergesen
1609,293,John Flaus
1610,293,Julie Forsyth
1611,294,Sin datos
1612,295,Robert Mcnamara
1613,296,Renée Zellweger
1614,296,Catherine Zeta-Jones
1615,296,Richard Gere
1616,296,Queen Latifah
1617,296,John C. Reilly
1618,296,Christine Baranski
1619,296,Taye Diggs
1620,296,Lucy Liu
1621,296,Colm Feore
1622,296,Dominic West
1623,297,Adrien Brody
1624,297,Thomas Kretschmann
1625,297,Frank Finlay
1626,297,Maureen Lipman
1627,297,Emilia Fox
1628,297,Ed Stoppard
1629,297,Julia Rayner
1630,297,Jessica Kate Meyer
1631,298,Elijah Wood
1632,298,Ian McKellen
1633,298,Liv Tyler
1634,298,Viggo Mortensen
1635,298,Sean Astin
1636,298,Cate Blanchett
1637,298,John Rhys-Davies
1638,298,Bernard Hill
1639,298,Christopher Lee
1640,298,Billy Boyd
1641,298,Dominic Monaghan
1642,298,Orlando Bloom
1643,298,Hugo Weaving
1644,298,Miranda Otto
1645,298,David Wenham
1646,298,Brad Dourif
1647,298,Karl Urban
1648,298,Andy Serkis
1649,299,Salma Hayek
1650,299,Alfred Molina
1651,299,Geoffrey Rush
1652,299,Valeria Golino
1653,299,Mía Maestro
1654,299,Roger Rees
1655,299,Antonio Banderas
1656,299,Edward Norton
1657,300,Meryl Streep
1658,300,Julianne Moore
1659,300,Nicole Kidman
1660,300,Ed Harris
1661,300,Toni Collette
1662,300,Claire Danes
1663,300,Jeff Daniels
1664,300,Stephen Dillane
1665,300,Allison Janney
1666,300,Miranda Richardson
1667,301,Tom Hanks
1668,301,Paul Newman
1669,301,Jude Law
1670,301,Jennifer Jason Leigh
1671,301,Stanley Tucci
1672,301,Daniel Craig
1673,302,Nicolas Cage
1674,302,Meryl Streep
1675,302,Chris Cooper
1676,303,Javier Cámara
1677,303,Darío Grandinetti
1678,303,Leonor Watling
1679,303,Geraldine Chaplin
1680,303,Rosario Flores
1681,304,Martin Buch
1682,304,Camilla Bendix
1683,305,Rumi Hiiragi
1684,305,Miyu Irino
1685,305,Mari Natsuki
1686,305,Takashi Naito
1687,305,Yasuko Sawaguchi
1688,305,Tsunehiko Kamijō
1689,305,Takehiko Ono
1690,305,Bunta Sugawara
1691,306,Merab Ninidze
1692,307,Bradford Simonsen
1693,307,Jeff Wolverton
1694,307,Eric Armstrong
1695,307,Mortonette Jenkins
1696,307,Peter Lurie
1697,307,Rick Zieff
1698,308,Tommy Buda
1699,309,Michael Moore
1700,310,Eminem
1701,310,Mekhi Phifer
1702,310,Brittany Murphy
1703,310,Kim Basinger
1704,311,Russell Crowe
1705,311,Ed Harris
1706,311,Jennifer Connelly
1707,311,Paul Bettany
1708,311,Adam Goldberg
1709,311,Judd Hirsch
1710,311,Josh Lucas
1711,311,Anthony Rapp
1712,311,Christopher Plummer
1713,312,Elijah Wood
1714,312,Ian McKellen
1715,312,Liv Tyler
1716,312,Viggo Mortensen
1717,312,Sean Astin
1718,312,Cate Blanchett
1719,312,John Rhys-Davies
1720,312,Billy Boyd
1721,312,Dominic Monaghan
1722,312,Orlando Bloom
1723,312,Christopher Lee
1724,312,Hugo Weaving
1725,312,Sean Bean
1726,312,Ian Holm
1727,312,Andy Serkis
1728,313,Nicole Kidman
1729,313,Ewan McGregor
1730,313,John Leguizamo
1731,313,Jim Broadbent
1732,313,Richard Roxburgh
1733,314,Josh Hartnett
1734,314,Ewan McGregor
1735,314,Eric Bana
1736,314,Tom Sizemore
1737,314,William Fichtner
1738,314,Sam Shepard
1739,315,Eileen Atkins
1740,315,Bob Balaban
1741,315,Alan Bates
1742,315,Charles Dance
1743,315,Stephen Fry
1744,315,Michael Gambon
1745,315,Derek Jacobi
1746,315,Kelly Macdonald
1747,315,Helen Mirren
1748,315,Jeremy Northam
1749,315,Clive Owen
1750,315,Ryan Phillippe
1751,315,Maggie Smith
1752,315,Kristin Scott
1753,315,Emily Watson
1754,316,John Goodman
1755,316,Billy Crystal
1756,316,Steve Buscemi
1757,316,James Coburn
1758,316,Jennifer Tilly
1759,316,Mary Gibbs
1760,317,Ben Affleck
1761,317,Josh Hartnett
1762,317,Kate Beckinsale
1763,317,Cuba Gooding Jr.
1764,317,Tom Sizemore
1765,317,Jon Voight
1766,317,Colm Feore
1767,317,Alec Baldwin
1768,318,Judi Dench
1769,318,Kate Winslet
1770,318,Jim Broadbent
1771,318,Hugh Bonneville
1772,319,Mike Myers
1773,319,Eddie Murphy
1774,319,Cameron Diaz
1775,319,John Lithgow
1776,320,Denzel Washington
1777,320,Ethan Hawke
1778,320,Scott Glenn
1779,320,Cliff Curtis
1780,320,Dr. Dre
1781,320,Snoop Dogg
1782,321,Billy Bob
1783,321,Heath Ledger
1784,321,Halle Berry
1785,321,Sean Combs
1786,321,Mos Def
1787,321,Peter Boyle
1788,322,
1789,323,Ralph Eggleston
1790,324,Rene Bitorajac
1791,325,Sin datos
1792,326,Ray Mckinnon
1793,326,Walton Goggins
1794,327,Russell Crowe
1795,327,Joaquin Phoenix
1796,327,Connie Nielsen
1797,327,Oliver Reed
1798,327,Derek Jacobi
1799,327,Djimon Hounsou
1800,327,Richard Harris
1801,328,Chow Yun-fat
1802,328,Michelle Yeoh
1803,328,Zhang Ziyi
1804,328,Chang Chen
1805,328,Lang Sihung
1806,328,Cheng Pei-pei
1807,329,Michael Douglas
1808,329,Don Cheadle
1809,329,Benicio del Toro
1810,329,Dennis Quaid
1811,329,Catherine Zeta-Jones
1812,329,Luis Guzmán
1813,330,Julia Roberts
1814,330,Albert Finney
1815,330,Aaron Eckhart
1816,331,Patrick Fugit
1817,331,Billy Crudup
1818,331,Frances McDormand
1819,331,Kate Hudson
1820,331,Jason Lee
1821,331,Anna Paquin
1822,331,Fairuza Balk
1823,331,Noah Taylor
1824,331,Philip Seymour Hoffman
1825,332,Michael Douglas
1826,332,Tobey Maguire
1827,332,Frances McDormand
1828,332,Katie Holmes
1829,332,Rip Torn
1830,332,Robert Downey Jr.
1831,333,Jim Carrey
1832,333,Taylor Momsen
1833,333,Jeffrey Tambor
1834,333,Christine Baranski
1835,333,Bill Irwin
1836,333,Molly Shannon
1837,334,Matthew McConaughey
1838,334,Bill Paxton
1839,334,Harvey Keitel
1840,334,Jon Bon Jovi
1841,334,Jake Weber
1842,334,Erik Palladino
1843,334,Matthew Settle
1844,334,David Keith
1845,334,Thomas Kretschmann
1846,335,Ed Harris
1847,335,Marcia Gay Harden
1848,335,Tom Bower
1849,335,Jennifer Connelly
1850,335,Bud Cort
1851,335,John Heard
1852,335,Val Kilmer
1853,335,Robert Knott
1854,335,David Leary
1855,335,Amy Madigan
1856,335,Sally Murphy
1857,335,Molly Regan
1858,335,Stephanie Seymour
1859,335,Matthew Sussman
1860,335,Jeffrey Tambor
1861,335,Sada Thompson
1862,335,Norbert Weisser
1863,336,Sin datos
1864,337,Sin datos
1865,338,Emilio Perez
1866,338,Fernando Pena
1867,339,Sin datos
1868,340,Kevin Spacey
1869,340,Annette Bening
1870,340,Thora Birch
1871,340,Allison Janney
1872,340,Peter Gallagher
1873,340,Mena Suvari
1874,340,Wes Bentley
1875,340,Chris Cooper
1876,341,Keanu Reeves
1877,341,Laurence Fishburne
1878,341,Carrie-Anne Moss
1879,341,Hugo Weaving
1880,341,Joe Pantoliano
1881,342,Tobey Maguire
1882,342,Charlize Theron
1883,342,Delroy Lindo
1884,342,Paul Rudd
1885,342,Michael Caine
1886,342,Jane Alexander
1887,342,Kathy Baker
1888,342,Kieran Culkin
1889,342,Heavy D
1890,342,Kate Nelligan
1891,342,Erykah Badu
1892,343,Jim Broadbent
1893,343,Allan Corduner
1894,343,Timothy Spall
1895,343,Lesley Manville
1896,343,Ron Cook
1897,344,Johnny Depp
1898,344,Christina Ricci
1899,344,Miranda Richardson
1900,344,Michael Gambon
1901,344,Casper Van Dien
1902,344,Jeffrey Jones
1903,345,Hilary Swank
1904,345,Chloë Sevigny
1905,345,Peter Sarsgaard
1906,345,Brendan Sexton III
1907,345,Alicia Goranson
1908,345,Jeannetta Arnette
1909,345,Matt McGrath
1910,346,Tony Goldwyn
1911,346,Minnie Driver
1912,346,Glenn Close
1913,346,Alex D. Linz
1914,346,Rosie O'Donnell
1915,346,Brian Blessed
1916,346,Nigel Hawthorne
1917,346,Lance Henriksen
1918,346,Wayne Knight
1919,346,Taylor Dempsey
1920,347,Sin datos
1921,348,Carlo Cecchi
1922,348,Irene Grazioli
1923,348,Jean-Luc Bideau
1924,348,Greta Scacchi
1925,348,Jason Flemyng
1926,348,Sylvia Chang
1927,348,Colm Feore
1928,348,Don McKellar
1929,348,Samuel L. Jackson
1930,349,Sin datos
1931,350,Helen Stenborg
1932,350,Patricia Dunnock
1933,351,Paul Hungerford
1934,351,Dan Keplinger
1935,352,Winona Ryder
1936,352,Angelina Jolie
1937,352,Clea DuVall
1938,352,Brittany Murphy
1939,352,Elisabeth Moss
1940,352,Jared Leto
1941,352,Jeffrey Tambor
1942,352,Vanessa Redgrave
1943,352,Whoopi Goldberg
1944,353,Cecilia Roth
1945,353,Marisa Paredes
1946,353,Candela Peña
1947,353,Antonia San Juan
1948,353,Penélope Cruz
1949,353,Rosa Maria Sardà
1950,353,Fernando Fernán Gómez
1951,353,Fernando Guillén
1952,353,Toni Cantó
1953,353,Eloy Azorín
1954,353,Carlos Lozano
1955,354,Gwyneth Paltrow
1956,354,Joseph Fiennes
1957,354,Geoffrey Rush
1958,354,Colin Firth
1959,354,Ben Affleck
1960,354,Judi Dench
1961,354,Simon Callow
1962,354,Jim Carter
1963,354,Martin Clunes
1964,354,Antony Sher
1965,354,Imelda Staunton
1966,354,Tom Wilkinson
1967,354,Mark Williams
1968,355,Tom Hanks
1969,355,Edward Burns
1970,355,Matt Damon
1971,355,Tom Sizemore
1972,356,Roberto Benigni
1973,356,Nicoletta Braschi
1974,357,Cate Blanchett
1975,357,Geoffrey Rush
1976,357,Christopher Eccleston
1977,357,Joseph Fiennes
1978,357,John Gielgud
1979,357,Richard Attenborough
1980,358,Ian McKellen
1981,358,Brendan Fraser
1982,358,Lynn Redgrave
1983,358,Lolita Davidovich
1984,359,Val Kilmer
1985,359,Ralph Fiennes
1986,359,Michelle Pfeiffer
1987,359,Sandra Bullock
1988,359,Jeff Goldblum
1989,359,Danny Glover
1990,359,Patrick Stewart
1991,359,Helen Mirren
1992,359,Steve Martin
1993,359,Martin Short
1994,360,Nick Nolte
1995,360,Sissy Spacek
1996,360,James Coburn
1997,360,Willem Dafoe
1998,361,Robin Williams
1999,361,Cuba Gooding Jr.
2000,361,Annabella Sciorra
2001,361,Max von Sydow
2002,362,Sin datos
2003,363,Sin datos
2004,364,Ulrich Thomsen
2005,365,Sin datos
2006,366,Leonardo DiCaprio
2007,366,Kate Winslet
2008,366,Billy Zane
2009,366,Kathy Bates
2010,366,Frances Fisher
2011,366,Bernard Hill
2012,366,Jonathan Hyde
2013,366,Danny Nucci
2014,366,David Warner
2015,366,Bill Paxton
2016,367,Robin Williams
2017,367,Matt Damon
2018,367,Ben Affleck
2019,367,Stellan Skarsgård
2020,367,Minnie Driver
2021,368,Kevin Spacey
2022,368,Russell Crowe
2023,368,Guy Pearce
2024,368,James Cromwell
2025,368,David Strathairn
2026,368,Kim Basinger
2027,368,Danny DeVito
2028,369,Jack Nicholson
2029,369,Helen Hunt
2030,369,Greg Kinnear
2031,369,Cuba Gooding Jr.
2032,369,Skeet Ulrich
2033,369,Shirley Knight
2034,370,Robert Carlyle
2035,370,Tom Wilkinson
2036,370,Mark Addy
2037,371,Tommy Lee Jones
2038,371,Will Smith
2039,371,Linda Fiorentino
2040,371,Vincent D'Onofrio
2041,371,Rip Torn
2042,372,Chris Tashima
2043,372,Susan Fukuda
2044,372,Diana Georger
2045,372,Lawrence Craig
2046,373,Jan Decleir
2047,373,Fedja van Huêt
2048,373,Betty Schuurman
2049,373,Tamar van den Dop
2050,373,Victor Löw
2051,373,Hans Kesting
2052,374,Bob Peterson
2053,375,Donna Dewey
2054,376,Sin datos
2055,377,Ralph Fiennes
2056,377,Juliette Binoche
2057,377,Willem Dafoe
2058,377,Kristin Scott Thomas
2059,377,Naveen Andrews
2060,377,Colin Firth
2061,377,Julian Wadham
2062,377,Jürgen Prochnow
2063,378,Frances McDormand
2064,378,William H. Macy
2065,378,Steve Buscemi
2066,378,Harve Presnell
2067,378,Peter Stormare
2068,379,Armin Mueller-Stahl
2069,379,Noah Taylor
2070,379,Geoffrey Rush
2071,379,Lynn Redgrave
2072,379,John Gielgud
2073,380,Madonna
2074,380,Antonio Banderas
2075,380,Jonathan Pryce
2076,380,Jimmy Nail
2077,381,Tom Cruise
2078,381,Cuba Gooding Jr.
2079,381,Renée Zellweger
2080,381,Kelly Preston
2081,381,Jerry O'Connell
2082,381,Jay Mohr
2083,381,Bonnie Hunt
2084,381,Regina King
2085,382,Will Smith
2086,382,Bill Pullman
2087,382,Jeff Goldblum
2088,382,Mary McDonnell
2089,382,Judd Hirsch
2090,382,Margaret Colin
2091,382,Randy Quaid
2092,382,Robert Loggia
2093,382,James Rebhorn
2094,382,Harvey Fierstein
2095,383,Gwyneth Paltrow
2096,383,Toni Collette
2097,383,Alan Cumming
2098,383,Ewan McGregor
2099,383,Jeremy Northam
2100,383,Greta Scacchi
2101,383,Juliet Stevenson
2102,383,Polly Walker
2103,384,Billy Bob Thornton
2104,384,Dwight Yoakam
2105,384,J. T. Walsh
2106,384,John Ritter
2107,384,Lucas Black
2108,384,Natalie Canerday
2109,384,Robert Duvall
2110,385,Michael Douglas
2111,385,Val Kilmer
2112,386,Andrey Khalimon
2113,387,Eddie Murphy
2114,387,Jada Pinkett
2115,387,James Coburn
2116,387,Dave Chappelle
2117,388,Sin datos
2118,389,Muhammad Ali
2119,389,George Foreman
2120,389,James Brown
2121,389,B.B. King
2122,389,Norman Mailer
2123,389,George Plimpton
2124,389,Spike Lee
